id,pesid,data_inversa,dia_semana,horario,uf,br,km,municipio,causa_principal,causa_acidente,ordem_tipo_acidente,tipo_acidente,classificacao_acidente,fase_dia,sentido_via,condicao_metereologica,tipo_pista,tracado_via,uso_solo,id_veiculo,tipo_veiculo,marca,ano_fabricacao_veiculo,tipo_envolvido,estado_fisico,idade,sexo,ilesos,feridos_leves,feridos_graves,mortos,latitude,longitude,regional,delegacia,uop
363841,810627,2021-06-13,domingo,07:20:00,PE,232,"8,5",RECIFE,Sim,Acessar a via sem observar a presença dos outros veículos,2,Colisão lateral sentido oposto,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Dupla,Reta,Sim,655891,Bicicleta,Não Informado/Não Informado/Não Informado,0,Condutor,Lesões Leves,15.0,Masculino,0,1,0,0,"-8,07583727","-34,97015791",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
363841,810626,2021-06-13,domingo,07:20:00,PE,232,"8,5",RECIFE,Sim,Acessar a via sem observar a presença dos outros veículos,1,Colisão transversal,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Dupla,Reta,Sim,655890,Bicicleta,Não Informado/Não Informado/Não Informado,0,Condutor,Lesões Graves,41.0,Masculino,0,0,1,0,"-8,07583727","-34,97015791",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
363841,810627,2021-06-13,domingo,07:20:00,PE,232,"8,5",RECIFE,Sim,Acessar a via sem observar a presença dos outros veículos,1,Colisão transversal,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Dupla,Reta,Sim,655891,Bicicleta,Não Informado/Não Informado/Não Informado,0,Condutor,Lesões Leves,15.0,Masculino,0,1,0,0,"-8,07583727","-34,97015791",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
370307,826867,2021-07-13,terça-feira,05:41:00,PE,101,"74,8",RECIFE,Sim,Frear bruscamente,1,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim,669691,Bicicleta,Não Informado/Não Informado/Não Informado,0,Condutor,Lesões Leves,58.0,Masculino,0,1,0,0,"-8,10809189","-34,94777799",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
380337,848266,2021-08-30,segunda-feira,18:00:00,PE,101,"4,7",RECIFE,Sim,Condutor deixou de manter distância do veículo da frente,1,Colisão lateral mesmo sentido,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Dupla,Viaduto,Sim,687792,Bicicleta,Não Informado/Não Informado/Não Informado,0,Condutor,Lesões Leves,22.0,Masculino,0,1,0,0,"-8,066738","-34,942028",SPRF-PE,DEL01-PE,UOP02-DEL01-PE
380558,848757,2021-08-31,terça-feira,19:20:00,PE,101,"69,8",RECIFE,Sim,Conversão proibida,3,Queda de ocupante de veículo,Com Vítimas Feridas,Plena Noite,Crescente,Nublado,Múltipla,Reta,Sim,688210,Bicicleta,Não Informado/Não Informado/Não Informado,0,Condutor,Lesões Leves,38.0,Masculino,0,1,0,0,"-8,06645","-34,943504",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
380558,848757,2021-08-31,terça-feira,19:20:00,PE,101,"69,8",RECIFE,Não,Restrição de visibilidade em curvas horizontais,3,Queda de ocupante de veículo,Com Vítimas Feridas,Plena Noite,Crescente,Nublado,Múltipla,Reta,Sim,688210,Bicicleta,Não Informado/Não Informado/Não Informado,0,Condutor,Lesões Leves,38.0,Masculino,0,1,0,0,"-8,06645","-34,943504",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
380558,848757,2021-08-31,terça-feira,19:20:00,PE,101,"69,8",RECIFE,Não,Reação tardia ou ineficiente do condutor,3,Queda de ocupante de veículo,Com Vítimas Feridas,Plena Noite,Crescente,Nublado,Múltipla,Reta,Sim,688210,Bicicleta,Não Informado/Não Informado/Não Informado,0,Condutor,Lesões Leves,38.0,Masculino,0,1,0,0,"-8,06645","-34,943504",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
380558,848757,2021-08-31,terça-feira,19:20:00,PE,101,"69,8",RECIFE,Não,Iluminação deficiente,3,Queda de ocupante de veículo,Com Vítimas Feridas,Plena Noite,Crescente,Nublado,Múltipla,Reta,Sim,688210,Bicicleta,Não Informado/Não Informado/Não Informado,0,Condutor,Lesões Leves,38.0,Masculino,0,1,0,0,"-8,06645","-34,943504",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
380558,848757,2021-08-31,terça-feira,19:20:00,PE,101,"69,8",RECIFE,Sim,Conversão proibida,2,Tombamento,Com Vítimas Feridas,Plena Noite,Crescente,Nublado,Múltipla,Reta,Sim,688210,Bicicleta,Não Informado/Não Informado/Não Informado,0,Condutor,Lesões Leves,38.0,Masculino,0,1,0,0,"-8,06645","-34,943504",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
380558,848757,2021-08-31,terça-feira,19:20:00,PE,101,"69,8",RECIFE,Não,Restrição de visibilidade em curvas horizontais,2,Tombamento,Com Vítimas Feridas,Plena Noite,Crescente,Nublado,Múltipla,Reta,Sim,688210,Bicicleta,Não Informado/Não Informado/Não Informado,0,Condutor,Lesões Leves,38.0,Masculino,0,1,0,0,"-8,06645","-34,943504",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
380558,848757,2021-08-31,terça-feira,19:20:00,PE,101,"69,8",RECIFE,Não,Reação tardia ou ineficiente do condutor,2,Tombamento,Com Vítimas Feridas,Plena Noite,Crescente,Nublado,Múltipla,Reta,Sim,688210,Bicicleta,Não Informado/Não Informado/Não Informado,0,Condutor,Lesões Leves,38.0,Masculino,0,1,0,0,"-8,06645","-34,943504",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
380558,848757,2021-08-31,terça-feira,19:20:00,PE,101,"69,8",RECIFE,Não,Iluminação deficiente,2,Tombamento,Com Vítimas Feridas,Plena Noite,Crescente,Nublado,Múltipla,Reta,Sim,688210,Bicicleta,Não Informado/Não Informado/Não Informado,0,Condutor,Lesões Leves,38.0,Masculino,0,1,0,0,"-8,06645","-34,943504",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
380558,848757,2021-08-31,terça-feira,19:20:00,PE,101,"69,8",RECIFE,Sim,Conversão proibida,1,Colisão transversal,Com Vítimas Feridas,Plena Noite,Crescente,Nublado,Múltipla,Reta,Sim,688210,Bicicleta,Não Informado/Não Informado/Não Informado,0,Condutor,Lesões Leves,38.0,Masculino,0,1,0,0,"-8,06645","-34,943504",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
380558,848757,2021-08-31,terça-feira,19:20:00,PE,101,"69,8",RECIFE,Não,Restrição de visibilidade em curvas horizontais,1,Colisão transversal,Com Vítimas Feridas,Plena Noite,Crescente,Nublado,Múltipla,Reta,Sim,688210,Bicicleta,Não Informado/Não Informado/Não Informado,0,Condutor,Lesões Leves,38.0,Masculino,0,1,0,0,"-8,06645","-34,943504",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
380558,848757,2021-08-31,terça-feira,19:20:00,PE,101,"69,8",RECIFE,Não,Reação tardia ou ineficiente do condutor,1,Colisão transversal,Com Vítimas Feridas,Plena Noite,Crescente,Nublado,Múltipla,Reta,Sim,688210,Bicicleta,Não Informado/Não Informado/Não Informado,0,Condutor,Lesões Leves,38.0,Masculino,0,1,0,0,"-8,06645","-34,943504",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
380558,848757,2021-08-31,terça-feira,19:20:00,PE,101,"69,8",RECIFE,Não,Iluminação deficiente,1,Colisão transversal,Com Vítimas Feridas,Plena Noite,Crescente,Nublado,Múltipla,Reta,Sim,688210,Bicicleta,Não Informado/Não Informado/Não Informado,0,Condutor,Lesões Leves,38.0,Masculino,0,1,0,0,"-8,06645","-34,943504",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
387106,863967,2021-10-02,sábado,14:40:00,PE,101,70,RECIFE,Sim,Desrespeitar a preferência no cruzamento,1,Colisão transversal,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Múltipla,Reta,Sim,700493,Bicicleta,Não Informado/Não Informado/Não Informado,0,Condutor,Não Informado,,Não Informado,0,0,0,0,"-8,06776119","-34,94265074",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
387846,865877,2021-10-06,quarta-feira,04:20:00,PE,101,71,RECIFE,Sim,Acessar a via sem observar a presença dos outros veículos,1,Colisão transversal,Com Vítimas Feridas,Amanhecer,Crescente,Céu Claro,Múltipla,Reta,Sim,701885,Bicicleta,Não Informado/Não Informado/Não Informado,0,Condutor,Lesões Graves,20.0,Masculino,0,0,1,0,"-8,07663102","-34,94277871",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
396189,884820,2021-11-16,terça-feira,12:22:00,PE,101,66,RECIFE,Sim,Reação tardia ou ineficiente do condutor,2,Tombamento,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Múltipla,Reta,Sim,717418,Bicicleta,Não Informado/Não Informado/Não Informado,0,Condutor,Lesões Leves,52.0,Masculino,0,1,0,0,"-8,043055","-34,943222",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
396189,884820,2021-11-16,terça-feira,12:22:00,PE,101,66,RECIFE,Sim,Reação tardia ou ineficiente do condutor,1,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Múltipla,Reta,Sim,717418,Bicicleta,Não Informado/Não Informado/Não Informado,0,Condutor,Lesões Leves,52.0,Masculino,0,1,0,0,"-8,043055","-34,943222",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
402421,899106,2021-12-17,sexta-feira,19:20:00,PE,101,73,RECIFE,Sim,Transitar na contramão,2,Tombamento,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Reta,Sim,729133,Bicicleta,Não Informado/Não Informado/Não Informado,0,Condutor,Lesões Graves,41.0,Masculino,0,0,1,0,"-8,093369","-34,94746",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
402421,899106,2021-12-17,sexta-feira,19:20:00,PE,101,73,RECIFE,Sim,Transitar na contramão,1,Colisão frontal,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Reta,Sim,729133,Bicicleta,Não Informado/Não Informado/Não Informado,0,Condutor,Lesões Graves,41.0,Masculino,0,0,1,0,"-8,093369","-34,94746",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
404546,904800,2021-12-28,terça-feira,18:40:00,PE,232,"5,4",RECIFE,Sim,Ingestão de álcool pelo condutor,1,Eventos atípicos,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Dupla,Curva,Sim,733036,Bicicleta,Não Informado/Não Informado/Não Informado,0,Condutor,Lesões Leves,,Masculino,0,1,0,0,"-8,067958","-34,94535",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
260880,580518,2020-01-04,sábado,20:40:00,PE,101,"65,5",RECIFE,Sim,Falta de Atenção à Condução,1,Colisão transversal,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Reta,Sim,465536,Bicicleta,Não Informado/Não Informado/Não Informado,0,Condutor,Lesões Leves,,Masculino,0,1,0,0,"-8,02478597","-34,94276635",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
269833,603582,2020-02-17,segunda-feira,09:30:00,PE,101,70,RECIFE,Sim,Falta de Atenção à Condução,1,Colisão transversal,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Dupla,Curva,Sim,483276,Bicicleta,Não Informado/Não Informado/Não Informado,0,Condutor,Lesões Leves,67.0,Masculino,0,1,0,0,"-8,06776119","-34,94265074",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
275996,618040,2020-03-17,terça-feira,16:45:00,PE,101,"68,7",RECIFE,Sim,Ultrapassagem Indevida,1,Colisão lateral,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Sim,494530,Bicicleta,Não Informado/Não Informado/Não Informado,0,Condutor,Lesões Leves,,Masculino,0,1,0,0,"-8,05074296","-34,94580619",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
276752,617620,2020-03-21,sábado,19:25:00,PE,101,73,RECIFE,Não,Restrição de Visibilidade,2,Queda de ocupante de veículo,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Simples,Aclive;Curva,Sim,494186,Bicicleta,Não Informado/Não Informado/Não Informado,0,Condutor,Lesões Leves,44.0,Masculino,0,1,0,0,"-8,093963","-34,947806",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
276752,617620,2020-03-21,sábado,19:25:00,PE,101,73,RECIFE,Não,Falta de Atenção à Condução,2,Queda de ocupante de veículo,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Simples,Aclive;Curva,Sim,494186,Bicicleta,Não Informado/Não Informado/Não Informado,0,Condutor,Lesões Leves,44.0,Masculino,0,1,0,0,"-8,093963","-34,947806",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
276752,617620,2020-03-21,sábado,19:25:00,PE,101,73,RECIFE,Sim,Desobediência às normas de trânsito pelo condutor,2,Queda de ocupante de veículo,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Simples,Aclive;Curva,Sim,494186,Bicicleta,Não Informado/Não Informado/Não Informado,0,Condutor,Lesões Leves,44.0,Masculino,0,1,0,0,"-8,093963","-34,947806",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
276752,617620,2020-03-21,sábado,19:25:00,PE,101,73,RECIFE,Não,Restrição de Visibilidade,1,Colisão transversal,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Simples,Aclive;Curva,Sim,494186,Bicicleta,Não Informado/Não Informado/Não Informado,0,Condutor,Lesões Leves,44.0,Masculino,0,1,0,0,"-8,093963","-34,947806",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
276752,617620,2020-03-21,sábado,19:25:00,PE,101,73,RECIFE,Não,Falta de Atenção à Condução,1,Colisão transversal,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Simples,Aclive;Curva,Sim,494186,Bicicleta,Não Informado/Não Informado/Não Informado,0,Condutor,Lesões Leves,44.0,Masculino,0,1,0,0,"-8,093963","-34,947806",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
276752,617620,2020-03-21,sábado,19:25:00,PE,101,73,RECIFE,Sim,Desobediência às normas de trânsito pelo condutor,1,Colisão transversal,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Simples,Aclive;Curva,Sim,494186,Bicicleta,Não Informado/Não Informado/Não Informado,0,Condutor,Lesões Leves,44.0,Masculino,0,1,0,0,"-8,093963","-34,947806",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
276940,618017,2020-03-23,segunda-feira,06:55:00,PE,101,"69,1",RECIFE,Sim,Falta de Atenção à Condução,1,Colisão transversal,Sem Vítimas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim,494498,Bicicleta,Não Informado/Não Informado/Não Informado,0,Condutor,Ileso,,Masculino,1,0,0,0,"-8,05951606","-34,94581024",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
277000,618201,2020-03-13,sexta-feira,23:20:00,PE,101,"69,4",RECIFE,Sim,Ingestão de Álcool,1,Colisão frontal,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,Sim,494630,Bicicleta,Não Informado/Não Informado/Não Informado,0,Condutor,Lesões Graves,19.0,Masculino,0,0,1,0,"-8,05951606","-34,94581024",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
286413,637978,2020-05-26,terça-feira,12:00:00,PE,101,78,RECIFE,Não,Falta de Atenção à Condução,2,Queda de ocupante de veículo,Com Vítimas Fatais,Pleno dia,Crescente,Céu Claro,Dupla,Reta;Declive,Sim,511445,Bicicleta,Não Informado/Não Informado/Não Informado,0,Condutor,Óbito,33.0,Masculino,0,0,0,1,"-8,13496499","-34,94738614",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
286413,637978,2020-05-26,terça-feira,12:00:00,PE,101,78,RECIFE,Sim,Velocidade Incompatível,2,Queda de ocupante de veículo,Com Vítimas Fatais,Pleno dia,Crescente,Céu Claro,Dupla,Reta;Declive,Sim,511445,Bicicleta,Não Informado/Não Informado/Não Informado,0,Condutor,Óbito,33.0,Masculino,0,0,0,1,"-8,13496499","-34,94738614",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
286413,637978,2020-05-26,terça-feira,12:00:00,PE,101,78,RECIFE,Não,Falta de Atenção à Condução,1,Colisão traseira,Com Vítimas Fatais,Pleno dia,Crescente,Céu Claro,Dupla,Reta;Declive,Sim,511445,Bicicleta,Não Informado/Não Informado/Não Informado,0,Condutor,Óbito,33.0,Masculino,0,0,0,1,"-8,13496499","-34,94738614",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
286413,637978,2020-05-26,terça-feira,12:00:00,PE,101,78,RECIFE,Sim,Velocidade Incompatível,1,Colisão traseira,Com Vítimas Fatais,Pleno dia,Crescente,Céu Claro,Dupla,Reta;Declive,Sim,511445,Bicicleta,Não Informado/Não Informado/Não Informado,0,Condutor,Óbito,33.0,Masculino,0,0,0,1,"-8,13496499","-34,94738614",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
288321,641775,2020-06-05,sexta-feira,17:50:00,PE,101,75,RECIFE,Sim,Deficiência ou não Acionamento do Sistema de Iluminação/Sinalização do Veículo,2,Queda de ocupante de veículo,Com Vítimas Feridas,Anoitecer,Crescente,Chuva,Dupla,Reta,Sim,514858,Bicicleta,Não Informado/Não Informado/Não Informado,0,Condutor,Lesões Graves,63.0,Masculino,0,0,1,0,"-8,10973523","-34,94660151",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
288321,641775,2020-06-05,sexta-feira,17:50:00,PE,101,75,RECIFE,Sim,Deficiência ou não Acionamento do Sistema de Iluminação/Sinalização do Veículo,1,Colisão traseira,Com Vítimas Feridas,Anoitecer,Crescente,Chuva,Dupla,Reta,Sim,514858,Bicicleta,Não Informado/Não Informado/Não Informado,0,Condutor,Lesões Graves,63.0,Masculino,0,0,1,0,"-8,10973523","-34,94660151",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
294010,653746,2020-07-07,terça-feira,07:20:00,PE,101,"67,5",RECIFE,Sim,Falta de Atenção à Condução,3,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Múltipla,Reta,Sim,525271,Bicicleta,Não Informado/Não Informado/Não Informado,0,Condutor,Lesões Leves,60.0,Masculino,0,1,0,0,"-8,047066","-34,944876",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
294010,653746,2020-07-07,terça-feira,07:20:00,PE,101,"67,5",RECIFE,Sim,Falta de Atenção à Condução,2,Tombamento,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Múltipla,Reta,Sim,525271,Bicicleta,Não Informado/Não Informado/Não Informado,0,Condutor,Lesões Leves,60.0,Masculino,0,1,0,0,"-8,047066","-34,944876",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
294010,653746,2020-07-07,terça-feira,07:20:00,PE,101,"67,5",RECIFE,Sim,Falta de Atenção à Condução,1,Colisão lateral,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Múltipla,Reta,Sim,525271,Bicicleta,Não Informado/Não Informado/Não Informado,0,Condutor,Lesões Leves,60.0,Masculino,0,1,0,0,"-8,047066","-34,944876",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
301848,670740,2020-08-16,domingo,10:55:00,PE,101,69,RECIFE,Não,Ingestão de Álcool,3,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Múltipla,Reta,Sim,539965,Bicicleta,Não Informado/Não Informado/Não Informado,0,Condutor,Lesões Leves,59.0,Masculino,0,1,0,0,"-8,063667","-34,944619",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
301848,670740,2020-08-16,domingo,10:55:00,PE,101,69,RECIFE,Sim,Falta de Atenção à Condução,3,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Múltipla,Reta,Sim,539965,Bicicleta,Não Informado/Não Informado/Não Informado,0,Condutor,Lesões Leves,59.0,Masculino,0,1,0,0,"-8,063667","-34,944619",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
301848,670740,2020-08-16,domingo,10:55:00,PE,101,69,RECIFE,Não,Ingestão de Álcool,2,Tombamento,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Múltipla,Reta,Sim,539965,Bicicleta,Não Informado/Não Informado/Não Informado,0,Condutor,Lesões Leves,59.0,Masculino,0,1,0,0,"-8,063667","-34,944619",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
301848,670740,2020-08-16,domingo,10:55:00,PE,101,69,RECIFE,Sim,Falta de Atenção à Condução,2,Tombamento,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Múltipla,Reta,Sim,539965,Bicicleta,Não Informado/Não Informado/Não Informado,0,Condutor,Lesões Leves,59.0,Masculino,0,1,0,0,"-8,063667","-34,944619",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
301848,670740,2020-08-16,domingo,10:55:00,PE,101,69,RECIFE,Não,Ingestão de Álcool,1,Colisão transversal,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Múltipla,Reta,Sim,539965,Bicicleta,Não Informado/Não Informado/Não Informado,0,Condutor,Lesões Leves,59.0,Masculino,0,1,0,0,"-8,063667","-34,944619",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
301848,670740,2020-08-16,domingo,10:55:00,PE,101,69,RECIFE,Sim,Falta de Atenção à Condução,1,Colisão transversal,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Múltipla,Reta,Sim,539965,Bicicleta,Não Informado/Não Informado/Não Informado,0,Condutor,Lesões Leves,59.0,Masculino,0,1,0,0,"-8,063667","-34,944619",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
303313,674152,2020-08-24,segunda-feira,07:30:00,PE,101,"77,6",RECIFE,Sim,Falta de Atenção à Condução,3,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta;Em Obras,Sim,542649,Bicicleta,Não Informado/Não Informado/Não Informado,0,Condutor,Lesões Leves,24.0,Masculino,0,1,0,0,"-8,13233","-34,946318",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
303313,674152,2020-08-24,segunda-feira,07:30:00,PE,101,"77,6",RECIFE,Sim,Falta de Atenção à Condução,2,Colisão com objeto estático,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta;Em Obras,Sim,542649,Bicicleta,Não Informado/Não Informado/Não Informado,0,Condutor,Lesões Leves,24.0,Masculino,0,1,0,0,"-8,13233","-34,946318",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
303313,674152,2020-08-24,segunda-feira,07:30:00,PE,101,"77,6",RECIFE,Sim,Falta de Atenção à Condução,1,Colisão lateral,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta;Em Obras,Sim,542649,Bicicleta,Não Informado/Não Informado/Não Informado,0,Condutor,Lesões Leves,24.0,Masculino,0,1,0,0,"-8,13233","-34,946318",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
305439,678975,2020-09-03,quinta-feira,19:15:00,PE,101,"70,6",RECIFE,Sim,Desobediência às normas de trânsito pelo pedestre,1,Atropelamento de Pedestre,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Múltipla,Reta,Sim,546914,Bicicleta,Não Informado/Não Informado/Não Informado,0,Condutor,Lesões Leves,,Masculino,0,1,0,0,"-8,06776119","-34,94265074",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
307053,682575,2020-09-10,quinta-feira,17:40:00,PE,232,"4,9",RECIFE,Não,Ingestão de Álcool,2,Queda de ocupante de veículo,Com Vítimas Feridas,Anoitecer,Decrescente,Nublado,Dupla,Reta,Sim,549788,Bicicleta,Não Informado/Não Informado/Não Informado,0,Condutor,Ileso,21.0,Masculino,1,0,0,0,"-8,064473","-34,936928",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
307053,682572,2020-09-10,quinta-feira,17:40:00,PE,232,"4,9",RECIFE,Não,Ingestão de Álcool,2,Queda de ocupante de veículo,Com Vítimas Feridas,Anoitecer,Decrescente,Nublado,Dupla,Reta,Sim,549787,Bicicleta,Não Informado/Não Informado/Não Informado,0,Condutor,Lesões Graves,52.0,Masculino,0,0,1,0,"-8,064473","-34,936928",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
307053,682575,2020-09-10,quinta-feira,17:40:00,PE,232,"4,9",RECIFE,Sim,Desobediência às normas de trânsito pelo condutor,2,Queda de ocupante de veículo,Com Vítimas Feridas,Anoitecer,Decrescente,Nublado,Dupla,Reta,Sim,549788,Bicicleta,Não Informado/Não Informado/Não Informado,0,Condutor,Ileso,21.0,Masculino,1,0,0,0,"-8,064473","-34,936928",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
307053,682572,2020-09-10,quinta-feira,17:40:00,PE,232,"4,9",RECIFE,Sim,Desobediência às normas de trânsito pelo condutor,2,Queda de ocupante de veículo,Com Vítimas Feridas,Anoitecer,Decrescente,Nublado,Dupla,Reta,Sim,549787,Bicicleta,Não Informado/Não Informado/Não Informado,0,Condutor,Lesões Graves,52.0,Masculino,0,0,1,0,"-8,064473","-34,936928",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
307053,682575,2020-09-10,quinta-feira,17:40:00,PE,232,"4,9",RECIFE,Não,Ingestão de Álcool,1,Colisão transversal,Com Vítimas Feridas,Anoitecer,Decrescente,Nublado,Dupla,Reta,Sim,549788,Bicicleta,Não Informado/Não Informado/Não Informado,0,Condutor,Ileso,21.0,Masculino,1,0,0,0,"-8,064473","-34,936928",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
307053,682572,2020-09-10,quinta-feira,17:40:00,PE,232,"4,9",RECIFE,Não,Ingestão de Álcool,1,Colisão transversal,Com Vítimas Feridas,Anoitecer,Decrescente,Nublado,Dupla,Reta,Sim,549787,Bicicleta,Não Informado/Não Informado/Não Informado,0,Condutor,Lesões Graves,52.0,Masculino,0,0,1,0,"-8,064473","-34,936928",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
307053,682575,2020-09-10,quinta-feira,17:40:00,PE,232,"4,9",RECIFE,Sim,Desobediência às normas de trânsito pelo condutor,1,Colisão transversal,Com Vítimas Feridas,Anoitecer,Decrescente,Nublado,Dupla,Reta,Sim,549788,Bicicleta,Não Informado/Não Informado/Não Informado,0,Condutor,Ileso,21.0,Masculino,1,0,0,0,"-8,064473","-34,936928",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
307053,682572,2020-09-10,quinta-feira,17:40:00,PE,232,"4,9",RECIFE,Sim,Desobediência às normas de trânsito pelo condutor,1,Colisão transversal,Com Vítimas Feridas,Anoitecer,Decrescente,Nublado,Dupla,Reta,Sim,549787,Bicicleta,Não Informado/Não Informado/Não Informado,0,Condutor,Lesões Graves,52.0,Masculino,0,0,1,0,"-8,064473","-34,936928",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
308809,686506,2020-09-19,sábado,07:00:00,PE,101,69,RECIFE,Não,Desobediência às normas de trânsito pelo condutor,1,Colisão transversal,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Múltipla,Reta,Sim,553210,Bicicleta,Não Informado/Não Informado/Não Informado,0,Condutor,Lesões Leves,19.0,Masculino,0,1,0,0,"-8,05951606","-34,94581024",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
